company_name,cage,email,phone,contact_name
SUTTLE APPARATUS DIV SUTTLE CORP,04727,,,
MODCOMP INC. DBA CSPI TECHNOLOGY SOLUTIONS,04761,,,
TECHNICAL DEVICES COMPANY,04772,,,
EWR RADAR SYSTEMS INC,047B6,,,
"GAIA COMMUNICATIONS, LLC DBA KWIKPOINT",047X5,,,
NORTHROP GRUMMAN SYSTEMS CORPORATION DIV MARINE SYSTEMS,04804,,,
CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION DIV CURTISS-WRIGHT EMD,04808,,,
CHATHAM CONTROLS CORP,04814,,,
AQUAMATIC INC,04816,,,
WELLS-BENRUS CO,04846,,,
DEXTER MAGNETIC TECHNOLOGIES INC DBA MAGNETIC TECHNOLOGIES,04850,,,
HARSCO CORP ANCHORPAC DIV OF PERFECTION-COBEY CO DIV,04858,,,
NEWCO MFG CO INC,04898,,,
"POLYMER CONCEPTS TECHNOLOGIES PBY, INC. DBA POLYMER CONCEPTS TECHNOLOGIES INC",048G2,,,
PIASECKI AIRCRAFT CORP,04926,,,
EDO AIL SYSTEMS INC,04953,,,
"RANTEC MICROWAVE SYSTEMS, INC. DBA RANTEC MICROWAVE SYSTEMS INC",04971,,,
"DANTEC DYNAMICS, INC.",04985,,,
"THE PLASTICOID CO., INC. DBA PLASTICOID CO INC",049M3,,,
A & A CO INC,049Q2,,,
"STERLING ROPE COMPANY, INC",049S3,,,
"SERVER TECHNOLOGY, INC.",049V0,,,
"BABINGTON TECHNOLOGY, INCORPORATED",04AL0,,,
"QUICKSILVER ANALYTICS, INC.",04BN5,,,
FLIGHTCOM CORP DIV FLIGHTCOM  CORPORATION,04EJ9,,,
ALSTOM POWER CONVERSION INC.,04EK4,,,
INTEGRATED INFORMATION TECHNOLOGY CORPORATION DBA IITC,04ER4,,,
"BRUNNER & LAY, INC.",04FG4,,,
RAPISCAN SYSTEMS INC,04HU6,,,
GUSTAVSON DAVID B,04JH4,,,
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",04JN4,,,
ALTITUDE TECHNOLOGIES INC. DBA CHINOOK MEDICAL GEAR,04JV2,,,
"SIGMA TECH ENTERPRISES, INC.",04KF9,,,
"MACROSEAL, INC. DBA MACROSEAL INC",04KX7,,,
RED RIVER TECHNOLOGY LLC,04MB1,,,
ELMA ELECTRONIC INC,04MG7,,,
COMTECH MOBILE DATACOM LLC,04NA3,,,
THE GOODYEAR TIRE & RUBBER COMPANY DIV GLOBAL AVIATION TIRES,04NP4,,,
"CALIFORNIA PC PRODUCTS, INC.",04QD3,,,
MYERS VACUUM REPAIR SERVICES INC,04RZ3,,,
MARNER MICRO TECHNOLOGIES INC,04TH9,,,
"SAFARILAND, LLC DBA THE SAFARILAND GROUP",04TL0,,,
WIRTHCO ENGINEERING INC,04UJ5,,,
"BEACH PANEL & CONTROLS, INC.",04VB8,,,
CROUSE-HINDS CO,04WD9,,,
"A.R.K. ENTERPRISES, INC., THE",04WN4,,,
"NATIONAL FUSE PRODUCTS, INC.",04XM2,,,
WILWOOD ENGINEERING,04XS7,,,
BRETCO INC,04XT9,,,
AUTOMATIONDIRECT.COM INC. DBA AUTOMATIONDIRECT COM INC,04YE1,,,
VALCORE MANUFACTURING LLC,04YE2,,,
,,,,
CDO TECHNOLOGIES INC,04ZD8,,,
"HERCULES SEALCOAT MFG DBA HERCULES SEALCOAT MFG, INC.",04ZN2,,,
"ANACOMP, INC.",05037,,,
"DCX-CHOL ENTERPRISES, INC. DBA MASTERITE DIVISION DIV MASTERITE",05041,,,
THE AMERICAN SOCIETY OF MECHANICAL ENGINEERS,05047,,,
"DIVERSIFIED AEROSPACE SERVICES, LLC DBA LLOYD AIRCRAFT COMPANY",05055,,,
MASTER SWAGING INC,05056,,,
BABCOCK & WILCOX CO,05073,,,
,,,,
SAA INTERNATIONAL LTD.,050G8,,,
"NETWORKS ELECTRONIC COMPANY, LLC",05127,,,
"MCMELLON BROS., INCORPORATED DBA MC MELLON BROTHERS INC",05141,,,
"COHU, INC. DBA COHU ELECTRONIC'S DIVISION DIV ELECTRONICS DIVISION",05157,,,
ELSAG BAILEY INC,05168,,,
MORRIS MACHINE CO INC,05183,,,
JARED INDUSTRIES INC DBA TEJAX ENGINEERING CO AND JENCKES MFG P O BOX 368 WARREN RI 02885-0368,05184,,,
COMTELCO INDUSTRIES INC,051G9,,,
SUPERIOR BUNGEE CORPORATION,051L7,,,
"CUSTOM CARRIAGES, INC. DBA GOLF AND ELECTRIC VEHICLES",051T8,,,
"R. A. MILLER INDUSTRIES, INC. DBA R A MILLER INDUSTRIES INC",05211,,,
TRAYER PRODUCTS INC,05232,,,
LUBRIZOL CORP,05238,,,
U S BAIRD CORP,05244,,,
GENERAL DYNAMICS LAND SYSTEMS - CANADACORPORATION DIV GENERAL DYNAMICS MISSION SYSTEMS,05257,,,
CONTAINER RESEARCH CORP DIV CONTAINR RESEARCH CORPORATION,05259,,,
SOUTHWEST MACHINE & PLASTIC CO INC,05279,,,
PEARSON ELECTRONICS INC,05280,,,
WAYGATE TECHNOLOGIES USA LP,052B7,,,
ASTROTRONICS INC.,052L3,,,
GENERAL ELECTRIC CO AVIATION COMPONENT SERVICE CENTER,05326,,,
KN RUBBER LLC DBA KONETA RUBBER,05333,,,
LIDGERWOOD MANUFACTURING COMPANY DBA LIDGERWOOD MANUFACTURING CO DIV LIDGERWOOD MANUFACURING CO,05340,,,
BEARING ENGINEERS INC DBA MOTION SOLUTIONS,05341,,,
ULTRONIX INC,05347,,,
"RF MICRO DEVICES, INC.",05375,,,
"BEMCO, INC",05399,,,
INDUSTRIAL AUTOMATION INC DBA INDUSTRIAL AUTOMATION INC,053H3,,,
FEDERAL PACIFIC EQUIPMENT INC,053Q1,,,
AMERICAN METAL FILTER COMPANY,053X0,,,
MEMTEC AMERICA CORP FILTERITE SALES DIV,05430,,,
WHEELABRATOR-FRYE INC BALCRANK PRODUCTS,05463,,,
TORK INC,05468,,,
NETHERLAND RUBBER CO INC.,05471,,,
"GWILLIAM COMPANY, INC. DIV BALL & ROLLER BEARING DIVISION",05527,,,
BARNES GROUP INC. DBA BARNES DISTRIBUTION,05573,,,
"BOSCH SECURITY SYSTEMS, INC. DBA HY-GAIN/TURNER DIVISION DIV DISTRIBUTION",05613,,,
COSMO CORPORATION,05616,,,
IDD AEROSPACE CORP DIV SAFRAN ELECTRONICS & DEFENSE,05617,,,
BARBER-GREENE CO,05643,,,
RECORTEC INC. DBA RECORTEC INC,05645,,,
FALSTROM COMPANY,05682,,,
BARKER & WILLIAMSON,05690,,,
,,,,
CHERRY TEXTRON INC CHERRY COMMERCIAL FASTENERS PRODUCTS DIV OF TEXTRON INC,05693,,,
"MARVIN TEST SOLUTIONS, INC. DIV NA",056D8,,,
ALPHAPOINTE,056F9,,,
INDUSTRIAL GAS SPRINGS INC,056N5,,,
BAE SYSTEMS CONTAINER SOLUTIONS INC,056P0,,,
"SOUTHEAST PRESS AND WHEEL, INC.",056R2,,,
PURVIS BEARING SERVICE INC,056R3,,,
ALLIANT DEFENSE ELECTRONICS SYSTEMS INC ATA PRODUCTS,05714,,,
RAYTHEON COMPANY DIV LAND & AIR DEFENSE SYSTEMS,05716,,,
"NEWINGTON ELECTRIC CO., INC.",05721,,,
S & L AEROSPACE METALS LLC,05722,,,
METRO TEL CORP,05729,,,
A L D INC,05789,,,
INNOVATIVE COMPONENTS INC,057A0,,,
MARYED INTERNATIONAL INC DBA BUZZOFF OUTDOOR WEAR,057P8,,,
"EIKO, LTD. DIV EIKO GLOBAL, LLC",057V6,,,
HORST ENGINEERING & MANUFACTURING CO,05812,,,
KREISLER INDUSTRIAL CORPORATION,05813,,,
E.A. PATTEN CO LLC,05819,,,
EG AND G WAKEFIELD ENGINEERING,05820,,,
AEROJET ROCKETDYNE INC,05824,,,
JORDAN CONTROLS INC.,05840,,,
EGLIN AIR FORCE BASE,05861,,,
RAYTHEON COMPANY DIV RMD STRATEGIC,05869,,,
CLORE AUTOMOTIVE LLC,05884,,,
"QUAIL ELECTRONICS, INC. DBA QUAIL ELECTRONICS INC",058M5,,,
GE AVIATION SYSTEMS LLC DBA GE AVIATION,058R3,,,
"L.B.I., INC. DBA LBI INC",058Z9,,,
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION DIV OMNISEAL SOLUTIONS,05939,,,
CELCO DBA CONSTANTINE ENGINEERING LABORATORIES CO,05954,,,
BASF CORPORATION DBA B A S F COLORS & COLORANTS,05961,,,
CHAMPLAIN CABLE CORP SUB OF HUBER AND SUHNER INC,05973,,,
TOTAL ECO SOLUTIONS INC.,059Q7,,,
SENSOR DEVELOPMENT,059Y8,,,
IC INTRACOM USA INC,05AF0,,,
"SPARES, INC.",05AL4,,,
CHELSHUA CORP DBA MYSLIK INC,05BA3,,,
"SUPERCIRCUITS, INC. DBA SUPERCIRCUITS INC",05BC7,,,
NATURAL SORB CORPORATION,05CA7,,,
SUPER TEMP WIRE & CABLE INC,05CG6,,,
"WELCH ALLYN, INC.",05CJ3,,,
WINTEC LLC,05CK7,,,
KOHLBRAT AND BUNZ CORP,05CK8,,,
"CIRCOR AEROSPACE, INC. DBA SEI PRODUCTS",05CT0,,,
"KLUNE INDUSTRIES, INC. DIV PCC AEROSTRUCTURES, SPANISH FORK DBA KLUNE INDUSTRIES",05DN8,,,
TH-CONTACT INC,05DT7,,,
B & H INDUSTRIES CORPORATION,05FJ2,,,
ROM ACQUISITION CORPORATION DBA ROM ACQUISITION CORP,05FW7,,,
DATAFORTH CORPORATION,05GX8,,,
"MAGNECOMP, INC.",05HB5,,,
"KKT, INC. DBA LOCKWOOD MANUFACTURING COMPANY",05HC8,,,
BASE 2 TECHNOLOGIES INC,05JF2,,,
PURDY ELECTRONICS CORP,05JW7,,,
MARSARS WATER RESCUE SYSTEMS INC,05KF6,,,
EQUISPAN PROACTIVE MARKETING INC,05LQ9,,,
"MILITARY TRUCKS & PARTS, INC.",05MG0,,,
US MOTOR WORKS LLC,05MW8,,,
I S C O CORPORATION DBA ISCO CORP,05RK9,,,
"ABACO SYSTEMS, INC. DBA ABACO",05RN8,,,
MONTROY SUPPLY CO,05RN9,,,
NORTHEAST INDUSTRIAL & MARINE EQUIPMENT SUPPLY INC DIV NORTHEAST INDUSTRIAL & MARINE LLC,05SB1,,,
COASTAL DEFENSE PRODUCTS INC DBA COASTAL DEFENSE PRODUCTS INC,05SC4,,,
"UNIQUE TRUCK EQUIPMENT, INC.",05SD1,,,
INTERNATIONAL EYELETS INC,05SX2,,,
"TREW INDUSTRIAL WHEELS, INC.",05WE0,,,
URENDA TOOL CO,05WG0,,,
"GOODRICH CORPORATION DIV MISSION SYSTEMS, ISRSS-AIRBORNE",05WL4,,,
"SHOE CORP OF BIRMINGHAM, INC DIV SHOE CORPORATION OF BIRMINGHAM, INC.",05WS7,,,
UNIDEN AMERICA CORPORATION,05YK9,,,
"DIAMOND GROUND PRODUCTS, INC. DBA DIAMOND GROUND PRODUCTS",05YV3,,,
"ENSIGN POWER SYSTEMS, INC. DBA ENSIGN POWER SYSTEMS INC",05ZM0,,,
"KFT FIRE TRAINER, LLC",06003,,,
ELBIT SYSTEMS - CYCLONE LTD,0600A,,,
WATERBURY FARREL DIV TEXTRON INC PRECISION METHODS AND MACHINES OPN,06054,,,
PEDRO ROQUET SA,0605B,,,
BONDY FIXTURE CO INC,06070,,,
CYRIL BATH COMPANY DBA CYRIL BATH COMPANY,06080,,,
BAE SYSTEMS LAND & ARMAMENTS L.P.,06085,,,
BARNES GROUP INC ASSOCIATED SPRING DIV,06092,,,
"HOFFMAN ENGINEERING, LLC DBA HOFFMAN ENGINEERING LLC",06097,,,
BURKERT CONTROMATIC CORP. DBA BURKERT FLUID CONTROL SYSTEMS,060D7,,,
INDUSTRIAL TECTONICS BEARINGS CORPORATION DIV INDUSTRIAL TECTONICS BEARINGS,06144,,,
BAUER CORP,06147,,,
BAUMBACH E A MFG CO,06170,,,
BAUSCH & LOMB INC,06175,,,
"PNEUDRAULICS, INC.",06177,,,
,,,,
CONELCO COMPONENTS,06184,,,
MONROE ENGINEERING LLC DBA MONROE PMP,06197,,,
WERNER PATTY DBA POWELL SUPPLY INTERNATIONAL,061Y9,,,
PEERLESS HANDCUFF CO INC,06222,,,
CURTISS-WRIGHT CORP SOUTH BEND DIV,06227,,,
H AND H INDUSTRIES INC,06234,,,
AUSCO INC,06239,,,
ALLEN R C INSTRUMENTS INC,06275,,,
WATEC INC DISTRIBUTION CENTER DBA WATEC LOGISTICS SUPPORT CENTER,062G0,,,
"ABL LIGHTS, INCORPORATED. DIV ABL LIGHTS, INC.",062H1,,,
"SIIG, INC. DBA SIIG INC",062P6,,,
"GE ENGINE SERVICES DISTRIBUTION, L.L.C.",062W0,,,
"FLORIDA CASE DEPOT, INC",062Y0,,,
"CROWN AUDIO, INC. DBA CROWN INTERNATIONAL",06306,,,
KP INDUSTRIES DIV OF THE DYSON-KISSNER-MORAN CORP,06307,,,
"AUTOTRONICS, INC. DBA AUTOTRONICS INC",06315,,,
"ASC INTERNATIONAL, INC. DBA ASC INTERNATIONAL INC DIV ASC INTERNATIONAL",06329,,,
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),06331,,,
BRUCE ENGINEERING CO,06340,,,
CITY MACHINE AND WHEEL CO,06342,,,
"ASSET SYSTEMS, INC. DBA ASSET SYSTEMS INC",06350,,,
,,,,
"CAMELBAK PRODUCTS, LLC DBA CAMELBAK",063G3,,,
ALCO TECHNOLOGIES INC DBA ATI,063V2,,,
PRECISION ELECTRONIC COIL MFG. CO DBA PACIFIC RESISTOR COMPANY,06416,,,
"TRUETECH, INC.",06421,,,
GENERAL ELECTRODYNAMICS CORPORATION DBA NSD SCALE,06433,,,
SCIENTIFIC INSTRUMENTS INC,06444,,,
HANNON CO DIV HANCO INTERNATIONAL,06455,,,
"NORTHROP GRUMMAN SYSTEMS CORPORATION DIV THE NAVIGATION, TARGETING AND SURVIVABILITY DIVISION",06481,,,
USM CORP SUB OF EMHART INDUSTRIES INC WHITMAN METAL STAMPING DIV,06484,,,
"MARVIN LAND SYSTEMS, INC.",064H2,,,
"DELUXE STITCHER COMPANY, INC. DBA DELUXE FIXTURE",064T8,,,
"TRANSHIELD, INC.",064U8,,,
"TELEDYNE FLIR COMMERCIAL SYSTEMS, INC.",064Y2,,,
"ENGINEERED MAGNETICS, INC. DBA ENGINEERED MAGNETICS",06509,,,
ZERO STANTRON,06514,,,
"METALCRAFT, INC DBA METALCRAFT INC DIV METALCRAFT INCORPORATED",06535,,,
"ALLAN AIRCRAFT SUPPLY CO., LLC DBA ALLAN AIRCRAFT SUPPLY",06581,,,
TURTLE PLASTICS CO,065B5,,,
EMS INC DBA ELECTRIC MOTOR SERVICE,065E5,,,
"PATRIOT MACHINE, INC.",065R8,,,
EFDYN INC,06623,,,
BRUNNER AND LAY INC,06626,,,
DEMA ENGINEERING CO,06630,,,
CENTURY FASTENERS CORP. DBA CENTURY FASTENERS CORP,06641,,,
CURTIS WILBUR CO INC,06649,,,
BELL AND HOWELL PHILLIPSBURG CO CORPORATE OFFICES,06650,,,
MCCAY TOOL AND ENGINEERING COMPANY DBA MCCAY TOOL & ENGINEERING CO,06651,,,
TESTEK LLC DBA TESTEK SOLUTIONS,06659,,,
"ANALOG DEVICES, INC. DIV SANTA CLARA SITE",06665,,,
BETA CORP,06671,,,
EXOTIC METALS FORMING COMPANY LLC DBA EXOTIC METALS FORMING CO LLC DIV EXOTIC METALS FORMING DIVISION,06689,,,
IROBOT CORPORATION,066R1,,,
"VALLEY-TODECO, INC. DBA ARCONIC FASTENING SYSTEMS",06710,,,
"LASKO PRODUCTS, INC DBA GALAXY FANS & HEATERS",06730,,,
TAYLOR DEVICES INC,06742,,,
"BELSON OUTDOORS, LLC",06797,,,
WS ACQUISITION LLC DBA WS ACQUISITION LLC,067A4,,,
PROGRESSIVE MEDICAL INC DBA PMI,067B6,,,
MARKSON SCIENTIFIC LLC,067B8,,,
MORSE CUTTING TOOLS,067J8,,,
EMCORE CORPORATION DIV CONCORD DIVISION,06811,,,
PACORD INC DIV NORFOLK,06832,,,
RAYTHEON COMPANY DBA RAYTHEON CO DIV HRIS,06845,,,
"MIL-BAR PLASTICS, INC. DBA MIL-BAR PLASTICS INC",06850,,,
ROLATAPE CORP,06883,,,
,,,,
"BRANDAMAR, INC. DIV NA",068D8,,,
"OTTLITE TECHNOLOGIES, INC.",068N3,,,
BRUDERHOF COMMUNITIES IN NEW YORK INC,06905,,,
"HANWHA AEROSPACE USA LLC DIV EDAC ND, INC.",06959,,,
JAMESON LLC DBA JAMESON-A SPARTACO CO,06967,,,
COMMUNICATIONS & POWER INDUSTRIES LLC DBA CPI DIV MICROWAVE POWER PRODUCTS DIVISION - EIMAC OPERATIONS,06980,,,
API HAROWE INC DBA API MOTION DIV API MOTION/PMI/API HAROWE,06989,,,
MAXWELL PAPER PRODUCTS CO DBA MAXWELL PAPER PRODUCTS,069B8,,,
PLANO MOLDING COMPANY DBA PLANO CUSTOM MOLDING & ENGRG,069W8,,,
PIPELINE PIGGING PRODUCTS INC,06AE1,,,
"PTS EXPEDITIONARY COMMUNICATIONS, INC.",06AE7,,,
ANCHOR FLUID POWER INC.,06AN2,,,
LEADER GASKET INC HOUSTON DIV,06BD0,,,
SC HYDRAULIC ENGINEERING INC,06BM1,,,
INFORMATION SYSTEMS LABORATORIES INC,06BZ5,,,
RED FOX ENVIRONMENTAL SERVICES INC,06CU5,,,
HARWIN INC,06EX9,,,
SUPREME CORP,06FW7,,,
R & R INDUSTRIES LTD INC,06GF2,,,
"REMINGTON EXPRESS ENTERPRISES, INC DBA REMINGTON EXPRESS, L.L.C",06HN8,,,
RAE SYSTEMS INC. DIV RAE SYSTEMS BY HONEYWELL,06JB6,,,
METRO RELIABLE RESOURCES CORP. DBA METRO RELIABLE RESOURCES CORP,06JQ1,,,
E W DEFENSE SYSTEMS INC DBA E W SYSTEMS,06JU0,,,
CASSY SYSTEMS INC,06KJ8,,,
JFM INTERNATIONAL CORP.,06KM5,,,
LUCENT TECHNOLOGIES INC DBA FEDERAL MARKETING GROUP,06KW9,,,
"WATSON MARLOW, INC.",06LG1,,,
SNUVA INCORPORATED,06LT9,,,
SMITH-COOPER INTL SHARP VALVES DIV,06LW3,,,
AAVOLYN CORP,06MM3,,,
CADILLAC FABRICATION INC DIV YARD KING,06MT2,,,
ONBOARD SOFTWARE INC DIV BAE SYSTEMS SCIENCE & TECHNOLOGY INC.,06NK2,,,
"INTERNATIONAL SANI-FEM, INC.",06NS8,,,
"RUBY GLASS COMPANY, INC.",06NW7,,,
TELEMETRY & PROCESS CONTROLS INC,06QU7,,,
EXTEX LTD.,06QZ8,,,
"CUSTOM METAL PRODUCTS, INC",06RE5,,,
APACHE STAINLESS EQUIPMENT CORP,06RH2,,,
ROBIN AMERICA INC,06RN5,,,
"NORTH AMERICAN RESCUE, LLC",06ST7,,,
HYDRAQUIP INC DIV HYDRAQUIP,06UL2,,,
PIONEER AEROSPACE CORP,06UL7,,,
"MORPHIX TECHNOLOGIES, INC. DBA MORPHIX",06UW7,,,
"KINETIC CONCEPTS, INC.",06VJ8,,,
VISION SYSTEMS INTERNATIONAL LLC,06VL3,,,
"B/E AEROSPACE, INC.",06WH3,,,
STERLING FILTER & METAL PRODUCTS INC DBA STERLING FILTER & METAL PRODUCTS,06WW6,,,
O C M MACHINE CO INC,06XQ6,,,
CATERPILLAR INC CATERPILLAR PRECISION SEALS,06YY8,,,
OVALSTRAPPING INC.,06ZE8,,,
"IMBIBITIVE TECHNOLOGIES AMERICA, INC. DIV ITC AMERICA",06ZZ1,,,
MATOV INDUSTRIES INC DBA ROXTER LIGHTING,07017,,,
NORDSON CORP DIV NORDSON,07036,,,
BENDIX CORP THE BENDIX AEROSPACE SYSTEMS DIV,07038,,,
"BERKSHIRE INDUSTRIES, INC.",07039,,,
GRAHAM MFG CO INC FOR PROCUREMENT USE CAGE CODE 1LCX3,07095,,,
GRACO HIGH PRESSURE EQUIPMENT INC. DBA HIGH PRESSURE EQUIPMENT COMPANY,07097,,,
PROCESS EQUIPMENT & SUPPLY INC,070C0,,,
"ICOM, INC.",070F3,,,
,,,,
MITEK CORPORATION DBA MTX/OAKTRON,07109,,,
CHROMALOX INC,07131,,,
SPEC TOOL COMPANY,07132,,,
KARMAZIN PRODUCTS CORP,07176,,,
SPECTRUM MICROWAVE INC,07180,,,
SAMMONS PRESTON DBA BISSELL HEALTHCARE CORP,071W8,,,
SOUTHWESTERN PLASTICS CO,07209,,,
"STURM, RUGER & COMPANY, INC.",07210,,,
EUCLID UNIVERSAL CORP,07223,,,
MOOG INC.,07270,,,
HAMBY CORPORATION,07284,,,
RAYTHEON COMPANY,072E5,,,
SYSTEM TECHNICAL SUPPORT CORPORATION DBA SYSTEM TECHNICAL SUPPORT,072X9,,,
DELMA CORPORATION DBA DAYTON MANUFACTURING COMPANY,07321,,,
"TORCO, INC.",07359,,,
THE BIRO MANUFACTURING COMPANY,07385,,,
RUSSELL PLASTICS TECHNOLOGY CO INC,07386,,,
"SPARTRONICS WILLIAMSPORT, INC. DBA SPARTRONICS WILLIAMSPORT INC",07395,,,
GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS INC. DBA GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS,07397,,,
POLYONE CORP,07432,,,
SANGAMO WESTON INC ENGLER INSTRUMENTS DIV SUB OF SCHLUMBERGER LTD,07446,,,
,,,,
GENERAL ELECTRIC COMPANY,07482,,,
RFD BEAUFORT INC.,074V1,,,
AMERICAN PRECISION INDUSTRIES INC BASCO DIV,07523,,,
VALEO INC ENGINE COOLING TRUCK DIV,07525,,,
UNITRACK INDUSTRIES INC,07556,,,
"TECHNETICS GROUP DAYTONA, INC. DBA TECHNETICS GROUP DAYTONA INC DIV TECHNETICS GROUP DAYTONA",07582,,,
KORNYLAK CORP,07586,,,
,,,,
"DUCOMMUN LABARGE TECHNOLOGIES, INC.",07618,,,
,,,,
HALOCARBON PRODUCTS CORP,07644,,,
GESTRA ESPANOLA SA,0767B,,,
"TELEDYNE INSTRUMENTS, INC. DIV TELEDYNE HASTINGS INSTRUMENTS",07682,,,
SEABROOK FOODS INC,07697,,,
"TECHNICAL WIRE PRODUCTS, LLC DBA TWP",07700,,,
ATK LAUNCH SYSTEMS LLC DBA ATK LAUNCH SYSTEMS-PROMONTORY DIV PROPULSION SYSTEMS - PROMONTORY,07703,,,
ELBIT SYSTEMS ELECTRO-OPTICS ELOP LTD,0772A,,,
"WOOLF AIRCRAFT PRODUCTS, INC",07763,,,
"TTE FILTERS, LLC",07766,,,
MURPHY & READ SPRING MFG CO DBA MURPHY & READ SPRING MANUFACTURING CO,07791,,,
"PIONEER MACHINE & TOOL CO, INC",07850,,,
NOR-CAL SUPPLY CO,07851,,,
BOGUE ELECTRIC MANUFACTURING CO,07860,,,
TYLER PIPE INDUSTRIES INC,07861,,,
"BARRY, GEORGE",07865,,,
WILTON CORP WILTON MACHINERY DIV,07866,,,
SPACE AND MISSILE SYSTEMS ORGANIZATION DBA SPACE AND MISSILE SYSTEMS,07868,,,
AIR FORCE WEAPONS LABORATORY,07873,,,
AERONAUTICAL AND SUPPORT EQUIPMENT TYPE/ASETDS/AFLCMC/EZSC,07878,,,
QUADRIEL INC,07887,,,
BYRNE HARNESSED ELECTRONICS INC.,078Q4,,,
ATLITE LIGHTING EQUIPMENT INC,07900,,,
MIDGET LOUVER CO,07918,,,
MILTEX INSTRUMENT COMPANY INC,07920,,,
"SEAARK MARINE, INC.",07921,,,
FAIRCHILD SEMICONDUCTOR CORP SEMICONDUCTOR DIV HQ,07933,,,
AIR-MITE DEVICES INC,07939,,,
VIBRATION MOUNTINGS AND CONTROLS INC,07941,,,
"RUSCOMB TOOL & MACHINE CO., INC.",07952,,,
"THE CHARLES SCHILLINGER CO., INC.",07954,,,
NORFOLK CORPORATION DBA NORFOLK CORP DIV ZRC WORLDWIDE,07957,,,
CHARLES BOND COMPANY DBA CHRISTIANA MACHINE COMPANY,07964,,,
AUTOMOTIVE INC FLUID POWER SYSTEMS COMPONENTS DIV SUB OF UNITED TECHNOLOGIES CORP,07988,,,
"WATERMARK NAVIGATION SYSTEMS, LLC DBA SEALITE",079T9,,,
PACIFIC CREST CORPORATION,07AP5,,,
GENERAL DYNAMICS LAND SYSTEMS INC,07BS6,,,
EURO-COMPOSITES CORPORATION DBA EURO COMPOSITES CORP,07CD0,,,
M & L ENTERPRISES INC. DBA ADVANCED POWER SOLUTIONS,07CH7,,,
"MITCHELL RUBBER PRODUCTS, INC DIV SURFACING",07DK2,,,
HYUNDAI TRANSLEAD,07GE7,,,
"LEBANON BUILDING SYSTEMS, INC.",07GJ5,,,
"SOUTHWEST RADIATOR SHOP, INC",07GT9,,,
"KESSLER SOILS ENGINEERING PRODUCTS, INC. DBA KESSLER SOILS ENGINEERING PRODUCTS INC",07JY2,,,
PACS ELECTRONICS INC,07KJ4,,,
SEC AMERICA CORP.,07KU1,,,
"PYRAMEX SAFETY PRODUCTS, LLC DIV PYRAMEX SAFETY PRODUCTS",07LG8,,,
"MAXPRO TECHNOLOGIES, INC",07MT1,,,
PERLE SYSTEMS INC.,07NL9,,,
FALCON INDUSTRIES INC DBA ERGO GRIPS,07QF7,,,
ISOLATION DYNAMICS CORP,07QQ7,,,
CENTRAL BULB INC DBA LIGHT BULBS UNLIMITED,07QZ8,,,
"GOLIGHT, INC",07RN5,,,
JOINT OIL ANALYSIS PROGRAM DBA DEPARTMENT OF DEFENSE,07RP9,,,
DANCE AIR INC,07RZ7,,,
"CARDINAL HEALTH 200, LLC",07TA6,,,
WASTE SOLUTIONS CORP,07TH4,,,
"LUND INSTRUMENT ENGINEERING, INCORPORATED DBA POWERSTREAM",07TM6,,,
"A C L INDUSTRIES, INC.",07UH5,,,
"HI DESERT DIESEL, LLC DBA HI DESERT DIESEL",07UJ8,,,
"ABZORBIT, INC.",07UX6,,,
M & M INDUSTRIES INC,07VW1,,,
AAVID THERMAL TECHNOLOGIES INC,07WA6,,,
"FLUID POWER ENERGY, INC. DBA FLUID POWER ENERGY INC",07WB5,,,
"NETAPP U.S. PUBLIC SECTOR, INC. DBA NETAPP US PUBLIC SECTOR INC",07XA6,,,
ISOTEK CORPORATION,07XX3,,,
CEPHEID,07YE7,,,
ETI TECH LLC,07YQ3,,,
"TODD SYSTEMS, INC. DBA TODD SYSTEMS INC",08004,,,
BORG-WARNER CORP,08018,,,
"AMERICAN BUSINESS ALLIANCE, INC. DBA OMNI WAVE",08040,,,
WHITING MET-L-WOOD CORP,08048,,,
MCCARRON ELECTRIC CO,08068,,,
KEMP/REAL-TIME LABORATORIES,08080,,,
OHIO AUTO PARTS CO,08081,,,
B&K PRECISION CORP DIV B&K PRECISION CORPORATION,08098,,,
PRECISION MECHANISMS CORP. DBA PRECISION MECHANISMS CORP,08127,,,
RAB ELECTRIC MFG CO INC,08176,,,
PHILADELPHIA ENAMELING WKS INC,08195,,,
RENTON COIL SPRING COMPANY DBA RENTON COIL SPRING CO,08205,,,
TURNOMAT CO INC,08209,,,
THERMOPLASTIC PROCESSES INC,08230,,,
"MOELLER MFG. COMPANY, LLC DIV AIRCRAFT",08244,,,
CLEVELAND CONTROLS INC DIV OF UNICONTROL INC,08275,,,
THE DELBERT BLINN CO INC,08289,,,
BOYERTOWN TROLLEY CORP,08294,,,
MARTIN AIRCRAFT TOOL COMPANY,08295,,,
SENSITECH INC DBA SENSITECH INC,082X7,,,
CLARK FILTER INC.,08300,,,
SERVICE SUPPLY CO INC,08323,,,
CANADA METAL CO LTD,08364,,,
